SURVEY_OPS,image_key,ranSel_key,CONCEPT,Count,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,Z,CONCEPT - OLD (note this was extract with some QC already done) - filling on Photos,SubstConc (17-7-19),IMAGE_NO,KEY_1,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,Dens
IN2018_V06_063,063_0359,063_046,Black & Octocorals,2,1/12/2018 13:40,IN2018_V06_063,1a,1a,z16,43,147.0660667,-44.28238833,1414.5,Coral rubble,Coral rubble,359,063_0359,9.750181111,46,QT-2,2,14,NA,0.20512439484263853
IN2018_V06_063,063_0359,063_046,Unstalked crinoids,1,1/12/2018 13:40,IN2018_V06_063,1a,1a,z16,43,147.0660667,-44.28238833,1414.5,Coral rubble,Coral rubble,359,063_0359,9.750181111,46,QT-2,2,14,NA,0.10256219742131926
IN2018_V06_085,085_0144,085_163,Hydrocorals,1,6/12/2018 2:47,IN2018_V06_085,1b,1b,Main Matt,75,146.1882145,-44.21717245,814.2666667,Coral rubble,Coral rubble,144,085_0144,3.294384722,163,QT-2,2,35,NA,0.30354681811203466
IN2018_V06_085,085_0144,085_163,Sponges,1,6/12/2018 2:47,IN2018_V06_085,1b,1b,Main Matt,75,146.1882145,-44.21717245,814.2666667,Coral rubble,Coral rubble,144,085_0144,3.294384722,163,QT-2,2,35,NA,0.30354681811203466
IN2018_V06_174,174_0730,174_006,No-VMEfauna,0,16/12/2018 6:54,IN2018_V06_174,1b,1b,St Helens,77,148.7679374,-41.2134358,1058.72,Pebble - gravel,Pebble - gravel,730,174_0730,4.513835927,6,QT,1,6,NA,0
IN2018_V06_057,057_0304,057_069,No-VMEfauna,0,30/11/2018 22:06,IN2018_V06_057,fished,1c,Sisters,67,147.2303958,-44.26736098,1168.975,Coral rubble,Pebble - gravel,304,057_0304,5.683784997,69,QT,1,69,NA,0
IN2018_V06_093,093_0137,093_031,Black & Octocorals,2,6/12/2018 20:20,IN2018_V06_093,1b,1b,Fang,20,146.1629846,-44.20545843,999.7,Rock,Rock,137,093_0137,3.00081825,31,QT-2,2,7,NA,0.6664848829148516
IN2018_V06_093,093_0137,093_031,Sponges,24,6/12/2018 20:20,IN2018_V06_093,1b,1b,Fang,20,146.1629846,-44.20545843,999.7,Rock,Rock,137,093_0137,3.00081825,31,QT-2,2,7,NA,7.997818594978219
IN2018_V06_093,093_0137,093_031,Hydrocorals,1,6/12/2018 20:20,IN2018_V06_093,1b,1b,Fang,20,146.1629846,-44.20545843,999.7,Rock,Rock,137,093_0137,3.00081825,31,QT-2,2,7,NA,0.3332424414574258
IN2018_V06_063,063_0412,063_050,Unstalked crinoids,2,1/12/2018 13:44,IN2018_V06_063,1a,1a,z16,43,147.0654898,-44.28116919,1411.7,Coral rubble,Coral rubble,412,063_0412,8.738219778,50,QT-2,2,18,NA,0.22887957167606962
IN2018_V06_063,063_0412,063_050,Stalked crinoids,1,1/12/2018 13:44,IN2018_V06_063,1a,1a,z16,43,147.0654898,-44.28116919,1411.7,Coral rubble,Coral rubble,412,063_0412,8.738219778,50,QT-2,2,18,NA,0.11443978583803481
IN2018_V06_063,063_0412,063_050,Solenosmilia matrix,10,1/12/2018 13:44,IN2018_V06_063,1a,1a,z16,43,147.0654898,-44.28116919,1411.7,Coral rubble,Coral rubble,412,063_0412,8.738219778,50,QT-2,2,18,NA,1.144397858380348
IN2018_V06_063,063_0412,063_050,Hydrocorals,1,1/12/2018 13:44,IN2018_V06_063,1a,1a,z16,43,147.0654898,-44.28116919,1411.7,Coral rubble,Coral rubble,412,063_0412,8.738219778,50,QT-2,2,18,NA,0.11443978583803481
IN2018_V06_063,063_0412,063_050,D.horridus,12,1/12/2018 13:44,IN2018_V06_063,1a,1a,z16,43,147.0654898,-44.28116919,1411.7,Coral rubble,Coral rubble,412,063_0412,8.738219778,50,QT-2,2,18,NA,1.3732774300564177
IN2018_V06_063,063_0412,063_050,Regular urchins,4,1/12/2018 13:44,IN2018_V06_063,1a,1a,z16,43,147.0654898,-44.28116919,1411.7,Coral rubble,Coral rubble,412,063_0412,8.738219778,50,QT-2,2,18,NA,0.45775914335213924
IN2018_V06_093,093_0083,093_008,Hydrocorals,1,6/12/2018 20:15,IN2018_V06_093,1b,1b,Fang,20,146.1641641,-44.20605782,922.625,Coral reef substrate,Coral rubble,83,093_0083,8.926166054,8,QT,1,8,NA,0.1120301811494846
IN2018_V06_093,093_0083,093_008,Enallopsammia,54,6/12/2018 20:15,IN2018_V06_093,1b,1b,Fang,20,146.1641641,-44.20605782,922.625,Coral reef substrate,Coral rubble,83,093_0083,8.926166054,8,QT,1,8,NA,6.049629782072168
IN2018_V06_093,093_0083,093_008,Black & Octocorals,1,6/12/2018 20:15,IN2018_V06_093,1b,1b,Fang,20,146.1641641,-44.20605782,922.625,Coral reef substrate,Coral rubble,83,093_0083,8.926166054,8,QT,1,8,NA,0.1120301811494846
IN2018_V06_093,093_0083,093_008,Sponges,4,6/12/2018 20:15,IN2018_V06_093,1b,1b,Fang,20,146.1641641,-44.20605782,922.625,Coral reef substrate,Coral rubble,83,093_0083,8.926166054,8,QT,1,8,NA,0.4481207245979384
IN2018_V06_084,084_0474,084_119,No-VMEfauna,0,5/12/2018 23:37,IN2018_V06_084,1b,1b,Main Matt,81,146.2020311,-44.22314824,997.7375,Pebble - gravel,Sand - mud (<2mm),474,084_0474,7.645988159,119,QT-2,2,39,NA,0
IN2018_V06_182,182_0538,182_068,Sponges,1,17/12/2018 1:28,IN2018_V06_182,1b,1b,St Helens,66,148.7419076,-41.23516668,951.18,Coral rubble,Pebble - gravel,538,182_0538,1.442223257,NA,QT-2,2,68,MG-Q,0.6933739247002033
IN2018_V06_095,095_0453,095_056,No-VMEfauna,0,7/12/2018 1:39,IN2018_V06_095,1,1,z99,66,146.2248491,-44.26069512,1501.675,Sand - mud (<2mm),Sand - mud (<2mm),453,095_0453,7.051510299,56,QT,1,56,NA,0
IN2018_V06_113,113_0217,113_017,Regular urchins,1,8/12/2018 22:23,IN2018_V06_113,1a,1a,z16,33,147.0614056,-44.29554722,(null),Coral rubble,Coral rubble,217,113_0217,3.052658919,17,QT,1,17,NA,0.327583272987335
IN2018_V06_059,059_0106,059_023,Sponges,67,1/12/2018 4:16,IN2018_V06_059,fished,1c,Sisters,56,147.2351966,-44.2642082,949.3444444,Rock,Rock,106,059_0106,6.74563484,23,QT,1,23,NA,9.932349080431397
IN2018_V06_059,059_0106,059_023,Unstalked crinoids,2,1/12/2018 4:16,IN2018_V06_059,fished,1c,Sisters,56,147.2351966,-44.2642082,949.3444444,Rock,Rock,106,059_0106,6.74563484,23,QT,1,23,NA,0.2964880322516835
IN2018_V06_059,059_0106,059_023,Enallopsammia,4,1/12/2018 4:16,IN2018_V06_059,fished,1c,Sisters,56,147.2351966,-44.2642082,949.3444444,Rock,Rock,106,059_0106,6.74563484,23,QT,1,23,NA,0.592976064503367
IN2018_V06_059,059_0106,059_023,Black & Octocorals,4,1/12/2018 4:16,IN2018_V06_059,fished,1c,Sisters,56,147.2351966,-44.2642082,949.3444444,Rock,Rock,106,059_0106,6.74563484,23,QT,1,23,NA,0.592976064503367
IN2018_V06_059,059_0106,059_023,Hydrocorals,1,1/12/2018 4:16,IN2018_V06_059,fished,1c,Sisters,56,147.2351966,-44.2642082,949.3444444,Rock,Rock,106,059_0106,6.74563484,23,QT,1,23,NA,0.14824401612584176
IN2018_V06_059,059_0106,059_023,Enallopsammia matrix,2,1/12/2018 4:16,IN2018_V06_059,fished,1c,Sisters,56,147.2351966,-44.2642082,949.3444444,Rock,Rock,106,059_0106,6.74563484,23,QT,1,23,NA,0.2964880322516835
IN2018_V06_041,041_0347,041_066,No-VMEfauna,0,28/11/2018 13:43,IN2018_V06_041,1,1,z16,50,147.0596578,-44.28910319,1411,Coral rubble,Coral rubble,347,041_0347,12.447136799999999,66,QT-2,2,34,NA,0
IN2018_V06_104,104_0108,104_005,Sponges,2,8/12/2018 4:15,IN2018_V06_104,3,5,slope,17,146.6856764,-44.09450805,537.9166667,Rock,Rock,108,104_0108,3.648187861,5,QT,1,5,NA,0.5482173824929572
IN2018_V06_185,185_0250,185_061,Sponges,1,17/12/2018 8:27,IN2018_V06_185,1b,1b,St Helens,71,148.7533967,-41.23622739,787.8285714,Rock,Rock,250,185_0250,4.987776289,NA,QT-2,2,61,MG-Q,0.2004901467223764
IN2018_V06_185,185_0250,185_061,Hydrocorals,1,17/12/2018 8:27,IN2018_V06_185,1b,1b,St Helens,71,148.7533967,-41.23622739,787.8285714,Rock,Rock,250,185_0250,4.987776289,NA,QT-2,2,61,MG-Q,0.2004901467223764
IN2018_V06_055,055_0454,055_028,Hydrocorals,1,30/11/2018 16:42,IN2018_V06_055,1,1,Hill K1,60,147.3773192,-44.30072542,1848.925,Rock,Rock,454,055_0454,10.61737258,28,QT,1,28,NA,0.09418526028593037
IN2018_V06_055,055_0454,055_028,Sponges,2,30/11/2018 16:42,IN2018_V06_055,1,1,Hill K1,60,147.3773192,-44.30072542,1848.925,Rock,Rock,454,055_0454,10.61737258,28,QT,1,28,NA,0.18837052057186074
IN2018_V06_055,055_0454,055_028,Unstalked crinoids,1,30/11/2018 16:42,IN2018_V06_055,1,1,Hill K1,60,147.3773192,-44.30072542,1848.925,Rock,Rock,454,055_0454,10.61737258,28,QT,1,28,NA,0.09418526028593037
IN2018_V06_098,098_0344,098_071,No-VMEfauna,0,7/12/2018 8:20,IN2018_V06_098,1,1,z110,74,146.2003651,-44.26431448,1521.9,Barnacle plates,Rock,344,098_0344,2.16444121,71,QT,1,71,NA,0
IN2018_V06_082,082_0287,082_042,Solenosmilia matrix,60,5/12/2018 11:49,IN2018_V06_082,1,1,Hill K1,41,147.3939849,-44.29805784,1500.585714,Coral reef substrate,Coral reef substrate,287,082_0287,1.717195335,42,QT,1,42,NA,34.940695899339836
IN2018_V06_082,082_0287,082_042,Unstalked crinoids,2,5/12/2018 11:49,IN2018_V06_082,1,1,Hill K1,41,147.3939849,-44.29805784,1500.585714,Coral reef substrate,Coral reef substrate,287,082_0287,1.717195335,42,QT,1,42,NA,1.1646898633113278
IN2018_V06_082,082_0287,082_042,Sponges,13,5/12/2018 11:49,IN2018_V06_082,1,1,Hill K1,41,147.3939849,-44.29805784,1500.585714,Coral reef substrate,Coral reef substrate,287,082_0287,1.717195335,42,QT,1,42,NA,7.570484111523632
IN2018_V06_082,082_0287,082_042,Hydrocorals,1,5/12/2018 11:49,IN2018_V06_082,1,1,Hill K1,41,147.3939849,-44.29805784,1500.585714,Coral reef substrate,Coral reef substrate,287,082_0287,1.717195335,42,QT,1,42,NA,0.5823449316556639
IN2018_V06_032,032_0546,032_017,Hydrocorals,1,27/11/2018 2:02,IN2018_V06_032,1,1,Hill U,55,147.1934196,-44.31937545,1424.944444,Rock,Rock,546,032_0546,5.300064983,17,QT,1,17,NA,0.18867693192583634
IN2018_V06_172,172_0064,172_051,Sponges,1,16/12/2018 0:54,IN2018_V06_172,1b,1b,St Helens,79,148.7613056,-41.23090715,617.72,Coral rubble,Coral rubble,64,172_0064,4.099130686,51,QT,1,51,NA,0.2439541640902932
IN2018_V06_085,085_0509,085_116,No-VMEfauna,0,6/12/2018 3:17,IN2018_V06_085,1b,1b,Main Matt,75,146.179262,-44.22234046,1062,Pebble - gravel,Pebble - gravel,509,085_0509,6.659222819,116,QT-2,2,52,NA,0
IN2018_V06_040,040_0288,040_017,Sponges,23,28/11/2018 10:11,IN2018_V06_040,fished,1c,Pedra,80,147.0896988,-44.25833976,907.6875,Rock,Rock,288,040_0288,10.42275381,17,QT,1,17,NA,2.2067104739567864
IN2018_V06_040,040_0288,040_017,Hydrocorals,1,28/11/2018 10:11,IN2018_V06_040,fished,1c,Pedra,80,147.0896988,-44.25833976,907.6875,Rock,Rock,288,040_0288,10.42275381,17,QT,1,17,NA,0.09594393365029506
IN2018_V06_040,040_0288,040_017,Black & Octocorals,3,28/11/2018 10:11,IN2018_V06_040,fished,1c,Pedra,80,147.0896988,-44.25833976,907.6875,Rock,Rock,288,040_0288,10.42275381,17,QT,1,17,NA,0.2878318009508852
IN2018_V06_182,182_0232,182_011,Hydrocorals,1,17/12/2018 1:02,IN2018_V06_182,1b,1b,St Helens,66,148.7520101,-41.23268319,738.38,Rock,Rock,232,182_0232,9.869945873,11,QT,1,11,MG-Q,0.10131767821904447
IN2018_V06_095,095_0380,095_012,Sponges,2,7/12/2018 1:33,IN2018_V06_095,1,1,z99,66,146.2266223,-44.26242673,1503.53125,Sand - mud (<2mm),Sand - mud (<2mm),380,095_0380,4.843819953,12,QT,1,12,NA,0.4128972627814765
IN2018_V06_060,060_0128,060_014,Sponges,17,1/12/2018 5:27,IN2018_V06_060,1,1,Little Sister (z56),38,147.2119171,-44.25304238,1282.3,Coral reef substrate,Coral reef substrate,128,060_0128,8.251072411,14,QT,1,14,NA,2.0603382388616875
IN2018_V06_060,060_0128,060_014,Unstalked crinoids,2,1/12/2018 5:27,IN2018_V06_060,1,1,Little Sister (z56),38,147.2119171,-44.25304238,1282.3,Coral reef substrate,Coral reef substrate,128,060_0128,8.251072411,14,QT,1,14,NA,0.24239273398372796
IN2018_V06_060,060_0128,060_014,Hydrocorals,1,1/12/2018 5:27,IN2018_V06_060,1,1,Little Sister (z56),38,147.2119171,-44.25304238,1282.3,Coral reef substrate,Coral reef substrate,128,060_0128,8.251072411,14,QT,1,14,NA,0.12119636699186398
IN2018_V06_060,060_0128,060_014,S.variabilis,3,1/12/2018 5:27,IN2018_V06_060,1,1,Little Sister (z56),38,147.2119171,-44.25304238,1282.3,Coral reef substrate,Coral reef substrate,128,060_0128,8.251072411,14,QT,1,14,NA,0.36358910097559194
IN2018_V06_060,060_0128,060_014,Black & Octocorals,56,1/12/2018 5:27,IN2018_V06_060,1,1,Little Sister (z56),38,147.2119171,-44.25304238,1282.3,Coral reef substrate,Coral reef substrate,128,060_0128,8.251072411,14,QT,1,14,NA,6.786996551544383
IN2018_V06_060,060_0128,060_014,Solenosmilia matrix,100,1/12/2018 5:27,IN2018_V06_060,1,1,Little Sister (z56),38,147.2119171,-44.25304238,1282.3,Coral reef substrate,Coral reef substrate,128,060_0128,8.251072411,14,QT,1,14,NA,12.119636699186398
IN2018_V06_060,060_0128,060_014,Stalked crinoids,1,1/12/2018 5:27,IN2018_V06_060,1,1,Little Sister (z56),38,147.2119171,-44.25304238,1282.3,Coral reef substrate,Coral reef substrate,128,060_0128,8.251072411,14,QT,1,14,NA,0.12119636699186398
IN2018_V06_172,172_0468,172_036,Black & Octocorals,1,16/12/2018 1:27,IN2018_V06_172,1b,1b,St Helens,79,148.7718798,-41.23629593,926.1233333,Rock,Rock,468,172_0468,3.759244021,36,QT,1,36,NA,0.2660109304992627
IN2018_V06_172,172_0468,172_036,Sponges,1,16/12/2018 1:27,IN2018_V06_172,1b,1b,St Helens,79,148.7718798,-41.23629593,926.1233333,Rock,Rock,468,172_0468,3.759244021,36,QT,1,36,NA,0.2660109304992627
IN2018_V06_084,084_0725,084_117,No-VMEfauna,0,5/12/2018 23:58,IN2018_V06_084,1b,1b,Main Matt,81,146.2081968,-44.22690029,1115.188889,Rock,Rock,725,084_0725,5.048316948,117,QT-2,2,53,NA,0
IN2018_V06_025,025_0253,025_046,Black & Octocorals,1,26/11/2018 10:22,IN2018_V06_025,fished,1c,Pedra,63,147.100573,-44.25198588,945.2333333,Rock,Rock,253,025_0253,4.339713907,46,QT,1,46,NA,0.23042993649581148
IN2018_V06_025,025_0253,025_046,Hydrocorals,1,26/11/2018 10:22,IN2018_V06_025,fished,1c,Pedra,63,147.100573,-44.25198588,945.2333333,Rock,Rock,253,025_0253,4.339713907,46,QT,1,46,NA,0.23042993649581148
IN2018_V06_025,025_0253,025_046,Sponges,6,26/11/2018 10:22,IN2018_V06_025,fished,1c,Pedra,63,147.100573,-44.25198588,945.2333333,Rock,Rock,253,025_0253,4.339713907,46,QT,1,46,NA,1.382579618974869
IN2018_V06_125,125_0324,125_030,Regular urchins,1,9/12/2018 21:54,IN2018_V06_125,1a,1a,z16,36,147.0791374,-44.29324678,1406.74,Barnacle plates,Coral rubble,324,125_0324,1.130681322,30,QT,1,30,NA,0.8844224986675777
IN2018_V06_095,095_0580,095_074,No-VMEfauna,0,7/12/2018 1:50,IN2018_V06_095,1,1,z99,66,146.2218805,-44.25720239,1476.6625,Sand - mud (<2mm),Sand - mud (<2mm),580,095_0580,1.36892574,74,QT,1,74,NA,0
IN2018_V06_116,116_0286,116_044,Hydrocorals,1,9/12/2018 3:31,IN2018_V06_116,1,1,Hill U,83,147.1732418,-44.32644936,1321.94,Coral rubble,Coral rubble,286,116_0286,4.150937638,44,QT,1,44,NA,0.2409094251008355
IN2018_V06_056,056_0487,056_027,Regular urchins,2,30/11/2018 19:47,IN2018_V06_056,fished,1c,Sisters,70,147.2385787,-44.28583631,1297.6,Coral rubble,Rock,487,056_0487,4.550085747,27,QT,1,27,NA,0.43955215598269914
IN2018_V06_062,062_0283,062_018,Regular urchins,1,1/12/2018 11:07,IN2018_V06_062,1a,1a,z16,39,147.0673049,-44.28354641,1388.65625,Coral rubble,Coral reef substrate,283,062_0283,3.456037158,18,QT,1,18,NA,0.2893487408505461
IN2018_V06_062,062_0283,062_018,Solenosmilia matrix,90,1/12/2018 11:07,IN2018_V06_062,1a,1a,z16,39,147.0673049,-44.28354641,1388.65625,Coral rubble,Coral reef substrate,283,062_0283,3.456037158,18,QT,1,18,NA,26.041386676549152
IN2018_V06_062,062_0283,062_018,Black & Octocorals,21,1/12/2018 11:07,IN2018_V06_062,1a,1a,z16,39,147.0673049,-44.28354641,1388.65625,Coral rubble,Coral reef substrate,283,062_0283,3.456037158,18,QT,1,18,NA,6.076323557861469
IN2018_V06_062,062_0283,062_018,Hydrocorals,1,1/12/2018 11:07,IN2018_V06_062,1a,1a,z16,39,147.0673049,-44.28354641,1388.65625,Coral rubble,Coral reef substrate,283,062_0283,3.456037158,18,QT,1,18,NA,0.2893487408505461
IN2018_V06_062,062_0283,062_018,D.horridus,2,1/12/2018 11:07,IN2018_V06_062,1a,1a,z16,39,147.0673049,-44.28354641,1388.65625,Coral rubble,Coral reef substrate,283,062_0283,3.456037158,18,QT,1,18,NA,0.5786974817010923
IN2018_V06_090,090_0175,090_053,No-VMEfauna,0,6/12/2018 13:26,IN2018_V06_090,3,5,slope,36,146.1950076,-44.10181365,945.49375,Pebble - gravel,Pebble - gravel,175,090_0175,2.524491988,53,QT,1,53,NA,0
IN2018_V06_061,061_0123,061_001,Solenosmilia matrix,5,1/12/2018 8:15,IN2018_V06_061,1,1,Hill U,38,147.1762203,-44.32316861,1132.582906,Coral rubble,Coral reef substrate,123,061_0123,3.083430641,1,QT,1,1,NA,1.6215704460854774
IN2018_V06_061,061_0123,061_001,Hydrocorals,1,1/12/2018 8:15,IN2018_V06_061,1,1,Hill U,38,147.1762203,-44.32316861,1132.582906,Coral rubble,Coral reef substrate,123,061_0123,3.083430641,1,QT,1,1,NA,0.3243140892170955
IN2018_V06_061,061_0123,061_001,Unstalked crinoids,1,1/12/2018 8:15,IN2018_V06_061,1,1,Hill U,38,147.1762203,-44.32316861,1132.582906,Coral rubble,Coral reef substrate,123,061_0123,3.083430641,1,QT,1,1,NA,0.3243140892170955
IN2018_V06_116,116_0494,116_043,Solenosmilia matrix,25,9/12/2018 3:49,IN2018_V06_116,1,1,Hill U,83,147.1677569,-44.32989443,1401.8,Coral rubble,Coral rubble,494,116_0494,3.912780706,43,QT,1,43,NA,6.389317950189259
IN2018_V06_116,116_0494,116_043,Solenosmilia matrix,25,9/12/2018 3:49,IN2018_V06_116,1,1,Hill U,83,147.1677569,-44.32989443,1401.8,Coral rubble,Coral rubble,494,116_0494,3.912780706,43,QT,1,43,NA,6.389317950189259
IN2018_V06_116,116_0494,116_043,Sponges,1,9/12/2018 3:49,IN2018_V06_116,1,1,Hill U,83,147.1677569,-44.32989443,1401.8,Coral rubble,Coral rubble,494,116_0494,3.912780706,43,QT,1,43,NA,0.25557271800757037
IN2018_V06_116,116_0494,116_043,Sponges,1,9/12/2018 3:49,IN2018_V06_116,1,1,Hill U,83,147.1677569,-44.32989443,1401.8,Coral rubble,Coral rubble,494,116_0494,3.912780706,43,QT,1,43,NA,0.25557271800757037
IN2018_V06_116,116_0494,116_043,Hydrocorals,1,9/12/2018 3:49,IN2018_V06_116,1,1,Hill U,83,147.1677569,-44.32989443,1401.8,Coral rubble,Coral rubble,494,116_0494,3.912780706,43,QT,1,43,NA,0.25557271800757037
IN2018_V06_116,116_0494,116_043,Hydrocorals,1,9/12/2018 3:49,IN2018_V06_116,1,1,Hill U,83,147.1677569,-44.32989443,1401.8,Coral rubble,Coral rubble,494,116_0494,3.912780706,43,QT,1,43,NA,0.25557271800757037
IN2018_V06_116,116_0494,116_043,Black & Octocorals,4,9/12/2018 3:49,IN2018_V06_116,1,1,Hill U,83,147.1677569,-44.32989443,1401.8,Coral rubble,Coral rubble,494,116_0494,3.912780706,43,QT,1,43,NA,1.0222908720302815
IN2018_V06_053,053_0327,053_061,Hydrocorals,1,30/11/2018 10:08,IN2018_V06_053,1,1,Hill K1,57,147.3771002,-44.29086483,1630.255556,Rock,Rock,327,053_0327,8.628806375,61,QT-2,2,29,NA,0.11589088415487826
IN2018_V06_053,053_0327,053_061,Regular urchins,31,30/11/2018 10:08,IN2018_V06_053,1,1,Hill K1,57,147.3771002,-44.29086483,1630.255556,Rock,Rock,327,053_0327,8.628806375,61,QT-2,2,29,NA,3.592617408801226
IN2018_V06_166,166_0062,166_022,Brisingid,7,14/12/2018 15:05,IN2018_V06_166,1,1,z8,70,147.2880181,-44.20495292,1076.96,Coral reef substrate,Coral reef substrate,62,166_0062,7.287462221,22,QT,1,22,NA,0.9605538646675065
IN2018_V06_166,166_0062,166_022,Sponges,13,14/12/2018 15:05,IN2018_V06_166,1,1,z8,70,147.2880181,-44.20495292,1076.96,Coral reef substrate,Coral reef substrate,62,166_0062,7.287462221,22,QT,1,22,NA,1.7838857486682262
IN2018_V06_166,166_0062,166_022,Solenosmilia matrix,100,14/12/2018 15:05,IN2018_V06_166,1,1,z8,70,147.2880181,-44.20495292,1076.96,Coral reef substrate,Coral reef substrate,62,166_0062,7.287462221,22,QT,1,22,NA,13.722198066678663
IN2018_V06_166,166_0062,166_022,Black & Octocorals,135,14/12/2018 15:05,IN2018_V06_166,1,1,z8,70,147.2880181,-44.20495292,1076.96,Coral reef substrate,Coral reef substrate,62,166_0062,7.287462221,22,QT,1,22,NA,18.524967390016194
IN2018_V06_166,166_0062,166_022,Hydrocorals,1,14/12/2018 15:05,IN2018_V06_166,1,1,z8,70,147.2880181,-44.20495292,1076.96,Coral reef substrate,Coral reef substrate,62,166_0062,7.287462221,22,QT,1,22,NA,0.13722198066678662
IN2018_V06_166,166_0062,166_022,S.variabilis,8,14/12/2018 15:05,IN2018_V06_166,1,1,z8,70,147.2880181,-44.20495292,1076.96,Coral reef substrate,Coral reef substrate,62,166_0062,7.287462221,22,QT,1,22,NA,1.097775845334293
IN2018_V06_103,103_0407,103_040,Regular urchins,1,8/12/2018 3:48,IN2018_V06_103,2,5,slope,60,146.6729191,-44.09827804,552.35,Pebble - gravel,Pebble - gravel,407,103_0407,5.626891619,40,QT,1,40,NA,0.17771801337409054
IN2018_V06_043,043_0474,043_027,Regular urchins,2,28/11/2018 19:26,IN2018_V06_043,4 - fished?,1c,Sisters,83,147.2590306,-44.28528862,1293.46,Pebble - gravel,Pebble - gravel,474,043_0474,3.797053652,27,QT,1,27,NA,0.526724187567524
IN2018_V06_051,051_0484,051_106,Sponges,2,30/11/2018 3:06,IN2018_V06_051,1,1,Hill K1,80,147.3978403,-44.2942638,1647.563889,Sand - mud (<2mm),Sand - mud (<2mm),484,051_0484,5.709079439,106,QT-2,2,74,NA,0.35031917516115685
IN2018_V06_051,051_0484,051_106,Black & Octocorals,1,30/11/2018 3:06,IN2018_V06_051,1,1,Hill K1,80,147.3978403,-44.2942638,1647.563889,Sand - mud (<2mm),Sand - mud (<2mm),484,051_0484,5.709079439,106,QT-2,2,74,NA,0.17515958758057842
IN2018_V06_091,091_0840,091_004,Black & Octocorals,2,6/12/2018 16:52,IN2018_V06_091,1b,1b,Main Matt,95,146.2022625,-44.19630605,1144.264286,Rock,Rock,840,091_0840,5.484800061,4,QT,1,4,NA,0.36464410329578284
IN2018_V06_044,044_0503,044_069,Hydrocorals,1,28/11/2018 22:09,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2579371,-44.26248304,1319.71,Rock,Rock,503,044_0503,5.368697532,69,QT,1,69,NA,0.18626491696347627
IN2018_V06_051,051_0095,051_009,Stalked crinoids,1,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,0.07797362036866023
IN2018_V06_051,051_0095,051_009,Stalked crinoids,1,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,0.07797362036866023
IN2018_V06_051,051_0095,051_009,Sponges,6,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,0.4678417222119614
IN2018_V06_051,051_0095,051_009,Solenosmilia matrix,100,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,7.797362036866023
IN2018_V06_051,051_0095,051_009,Black & Octocorals,6,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,0.4678417222119614
IN2018_V06_051,051_0095,051_009,Black & Octocorals,138,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,10.760359610875112
IN2018_V06_051,051_0095,051_009,Unstalked crinoids,2,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,0.15594724073732047
IN2018_V06_051,051_0095,051_009,S.variabilis,2,30/11/2018 2:31,IN2018_V06_051,1,1,Hill K1,80,147.3885066,-44.29333069,1296.322857,Coral reef substrate,Coral reef substrate,95,051_0095,12.82485019,9,QT,1,9,NOT REPLACED,0.15594724073732047
